Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Robert Yarbrough,"Daryl G. ""Eagleton"" Johnson",Totals
"HCMUD 50, Director, Position 3",0251,213,320,533,1511,35.27%,153,282,435
