"City of Seabrook, Proposition 1",0090,337,302,639,1567,40.78%,321,230,551
"City of Seabrook, Proposition 1",0333,524,714,1238,3021,40.98%,692,368,1060
"City of Seabrook, Proposition 1",0692,444,548,992,2847,34.84%,527,312,839
