Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Ryan Schurdell,Stacey Shipley,Kevin Summerlin,Totals
"New Caney ISD, Trustee, Position 1",0340,167,74,241,566,42.58%,40,47,33,120
