Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Dan Becker,Jay Ewend,Totals
"City of League City, Council, Position 1 (Four Year Term)",0655,129,131,260,752,34.57%,102,45,147
