Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Tommy Cones,Phillip W. Morris,Totals
"City of League City, Council, Position 2 (Four Year Term)",0655,129,131,260,752,34.57%,74,77,151
