Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0409,122,149,271,1459,18.57%,83,123,1,1,208
Straight Party,0410,132,80,212,899,23.58%,36,129,1,0,166
Straight Party,0411,235,200,435,2339,18.60%,111,211,0,0,322
Straight Party,0412,74,44,118,468,25.21%,4,83,0,0,87
Straight Party,0413,767,386,1153,2992,38.54%,310,487,4,1,802
Straight Party,0414,654,480,1134,3453,32.84%,644,152,2,1,799
Straight Party,0415,540,598,1138,2203,51.66%,546,188,3,2,739
Straight Party,0416,538,556,1096,3791,28.91%,436,280,1,1,718
Straight Party,0417,353,385,738,2448,30.15%,267,242,3,1,513
Straight Party,0418,404,469,873,3584,24.36%,248,338,4,2,592
Straight Party,0419,572,324,896,2658,33.71%,448,168,3,0,619
Straight Party,0420,1036,874,1910,4762,40.11%,1198,151,6,1,1356
Straight Party,0421,36,37,73,410,17.80%,20,27,2,0,49
Straight Party,0422,733,402,1135,3345,33.93%,18,918,0,1,937
Straight Party,0423,108,120,228,1376,16.57%,44,104,1,0,149
Straight Party,0424,240,111,351,967,36.30%,142,75,5,1,223
Straight Party,0425,107,123,230,883,26.05%,61,97,5,0,163
Straight Party,0426,260,183,443,1218,36.37%,187,107,0,0,294
Straight Party,0427,179,134,313,1092,28.66%,101,110,0,0,211
Straight Party,0428,619,421,1040,4538,22.92%,266,500,3,3,772
Straight Party,0429,445,314,759,3197,23.74%,168,386,0,1,555
Straight Party,0430,161,133,294,1657,17.74%,58,135,1,2,196
Straight Party,0431,327,84,411,3417,12.03%,115,171,3,2,291
Straight Party,0432,123,157,280,1455,19.24%,74,107,6,2,189
Straight Party,0433,50,63,113,581,19.45%,11,55,1,1,68
Straight Party,0434,372,289,661,1503,43.98%,267,119,7,1,394
Straight Party,0435,858,636,1494,3252,45.94%,652,245,8,2,907
Straight Party,0436,630,531,1161,2933,39.58%,505,189,4,2,700
Straight Party,0437,521,512,1033,2033,50.81%,516,138,4,0,658
Straight Party,0438,619,389,1008,1861,54.16%,521,87,4,0,612
Straight Party,0439,710,884,1594,3554,44.85%,768,185,2,2,957
Straight Party,0440,664,858,1522,2930,51.95%,799,109,6,0,914
Straight Party,0441,347,420,767,1669,45.96%,393,83,1,1,478
Straight Party,0442,612,574,1186,2575,46.06%,729,95,1,3,828
Straight Party,0443,227,138,365,646,56.50%,158,40,2,1,201
Straight Party,0444,687,583,1270,3262,38.93%,550,234,11,0,795
Straight Party,0445,499,348,847,2026,41.81%,381,127,4,1,513
Straight Party,0446,31,22,53,291,18.21%,18,17,0,0,35
Straight Party,0447,93,86,179,637,28.10%,34,74,1,0,109
Straight Party,0448,590,778,1368,3138,43.59%,515,293,8,2,818
Straight Party,0449,12,23,35,198,17.68%,3,25,0,0,28
Straight Party,0450,436,328,764,2635,28.99%,148,379,4,1,532
Straight Party,0451,1003,510,1513,2687,56.31%,896,111,2,0,1009
Straight Party,0452,554,444,998,3048,32.74%,565,158,7,2,732
Straight Party,0453,233,262,495,1937,25.55%,153,201,1,0,355
Straight Party,0454,594,248,842,2561,32.88%,8,706,1,0,715
Straight Party,0455,367,165,532,1689,31.50%,14,431,2,1,448
Straight Party,0456,482,362,844,3513,24.03%,360,239,1,2,602
Straight Party,0457,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0458,471,237,708,1924,36.80%,21,511,2,1,535
Straight Party,0459,951,474,1425,3021,47.17%,837,137,7,1,982
Straight Party,0460,554,331,885,2837,31.19%,167,471,3,5,646
Straight Party,0461,1166,735,1901,3871,49.11%,935,268,7,1,1211
Straight Party,0462,676,619,1295,3384,38.27%,314,521,2,3,840
Straight Party,0463,481,404,885,3326,26.61%,304,311,5,3,623
Straight Party,0464,356,430,786,2257,34.82%,392,117,9,1,519
Straight Party,0465,689,520,1209,3564,33.92%,499,320,2,1,822
Straight Party,0466,1058,614,1672,4184,39.96%,723,448,2,0,1173
Straight Party,0467,213,189,402,1270,31.65%,73,232,1,0,306
Straight Party,0468,352,443,795,3598,22.10%,180,389,0,4,573
Straight Party,0469,1300,547,1847,3985,46.35%,1102,175,2,4,1283
Straight Party,0470,185,176,361,1326,27.22%,209,42,2,3,256
Straight Party,0471,375,380,755,2387,31.63%,463,78,4,2,547
Straight Party,0472,199,278,477,1081,44.13%,90,127,1,1,219
Straight Party,0473,604,391,995,1806,55.09%,473,145,4,0,622
Straight Party,0474,559,588,1147,3037,37.77%,568,173,8,0,749
Straight Party,0475,189,267,456,1809,25.21%,166,146,1,0,313
Straight Party,0476,404,473,877,2430,36.09%,344,227,9,3,583
Straight Party,0477,737,567,1304,3505,37.20%,730,138,4,0,872
Straight Party,0478,961,657,1618,4461,36.27%,804,281,9,2,1096
Straight Party,0479,640,612,1252,2714,46.13%,674,154,12,1,841
Straight Party,0480,493,450,943,2415,39.05%,522,134,10,1,667
Straight Party,0481,771,623,1394,3482,40.03%,782,156,4,1,943
Straight Party,0482,878,630,1508,4373,34.48%,792,209,11,0,1012
Straight Party,0483,1043,478,1521,4308,35.31%,635,385,4,5,1029
Straight Party,0484,1110,930,2040,4979,40.97%,1079,289,8,1,1377
Straight Party,0485,1097,911,2008,5388,37.27%,1176,240,13,0,1429
Straight Party,0486,873,855,1728,3866,44.70%,1039,179,10,0,1228
Straight Party,0487,570,294,864,3860,22.38%,240,389,4,2,635
Straight Party,0488,268,254,522,1719,30.37%,142,212,4,1,359
Straight Party,0489,350,290,640,1893,33.81%,148,290,4,2,444
Straight Party,0490,445,368,813,1975,41.16%,191,335,1,0,527
Straight Party,0491,316,372,688,1888,36.44%,263,146,6,1,416
Straight Party,0492,556,410,966,2335,41.37%,409,220,3,3,635
Straight Party,0493,483,322,805,1853,43.44%,376,121,3,0,500
Straight Party,0494,381,247,628,2467,25.46%,45,437,1,0,483
Straight Party,0495,524,523,1047,2375,44.08%,534,144,6,3,687
Straight Party,0496,190,315,505,2160,23.38%,147,201,1,0,349
Straight Party,0497,526,243,769,2257,34.07%,17,621,0,1,639
Straight Party,0498,364,323,587,2297,29.91%,215,241,5,4,465
Straight Party,0499,752,518,1270,2326,54.60%,635,153,3,1,792
Straight Party,0500,730,715,1445,3507,41.20%,767,241,4,1,1013
Straight Party,0501,341,417,758,1801,42.09%,165,244,7,2,418
Straight Party,0502,477,350,827,2501,33.07%,508,86,2,0,596
Straight Party,0503,174,116,290,1374,21.11%,77,123,0,3,203
Straight Party,0504,627,527,1154,2288,50.44%,510,189,8,0,707
Straight Party,0505,531,562,1193,3773,31.62%,325,331,4,4,664
Straight Party,0506,665,670,1335,3502,38.12%,162,801,2,5,970
Straight Party,0507,222,149,371,2452,15.13%,55,188,1,0,244
Straight Party,0508,493,412,905,3287,27.53%,263,396,9,4,672
Straight Party,0509,754,596,1350,3732,36.1,7%,675,206,10,1,892
Straight Party,0510,689,514,1203,3590,33.51%,438,367,10,3,818
Straight Party,0511,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0512,602,660,1262,5057,24.96%,449,449,7,3,908
Straight Party,0513,1019,487,1506,2894,52.04%,847,152,4,1,1004
Straight Party,0514,954,720,1674,4275,39.16%,923,211,12,5,1151
Straight Party,0515,943,683,1626,3455,47.06%,981,127,7,1,1116
Straight Party,0516,1002,800,1802,5356,33.64%,718,527,7,5,1257
Straight Party,0517,482,256,738,2954,24.98%,321,196,6,4,527
Straight Party,0518,636,693,1329,3943,33.71%,658,264,12,4,938
Straight Party,0519,623,493,1116,2966,37.63%,641,136,6,3,786
Straight Party,0520,474,457,931,4580,20.33%,103,541,4,1,649
Straight Party,0521,472,464,936,2866,32.66%,376,284,7,2,669
Straight Party,0522,717,572,1289,2689,47.94%,728,127,9,0,864
Straight Party,0523,752,415,1167,3052,38.24%,569,206,11,1,787
Straight Party,0524,568,459,1027,3410,30.12%,259,492,3,1,755
Straight Party,0525,708,482,1190,3091,38.50%,181,642,5,0,828
Straight Party,0526,58,84,152,780,19.49%,26,77,0,0,103
Straight Party,0527,37,40,77,574,13.41%,29,24,0,0,53
Straight Party,0528,14,12,26,90,28.89%,1,19,0,0,20
Straight Party,0529,1043,491,1534,3710,41.35%,1003,87,7,3,1100
Straight Party,0530,114,107,221,1196,18.48%,44,129,3,0,176
Straight Party,0531,363,174,537,1145,46.90%,327,72,2,1,402
Straight Party,0532,205,146,351,1048,33.49%,191,48,1,1,241
Straight Party,0533,124,108,232,1119,20.73%,106,67,1,1,175
Straight Party,0534,783,524,1,307,3837,34.06%,774,149,9,2,934
Straight Party,0535,33,29,62,416,14.90%,22,24,2,0,48
Straight Party,0536,554,780,1,334,5139,25.96%,404,567,5,2,978
Straight Party,0537,857,778,1635,3050,53.61%,912,250,4,1,1167
Straight Party,0538,204,160,364,1,303,27.94%,3,286,2,2,293
Straight Party,0539,15,241,256,64,400.00%,52,129,5,2,188
Straight Party,0540,378,316,694,1567,44.29%,160,198,2,1,361
Straight Party,0541,789,505,1294,4599,28.14%,106,767,1,2,876
Straight Party,0542,360,382,742,2557,29.02%,32,571,2,2,607
Straight Party,0543,141,213,354,1565,22.62%,80,146,0,4,230
Straight Party,0544,36,41,77,310,24.84%,10,52,0,0,62
Straight Party,0545,597,620,1217,3629,33.54%,457,393,3,0,853
Straight Party,0546,2,2,4,37,10.81%,1,0,0,1,2
Straight Party,0547,502,466,968,2406,40.23%,503,143,10,0,656
Straight Party,0548,286,293,579,2215,26.14%,229,176,0,1,406
Straight Party,0549,343,418,761,2663,28.58%,92,526,0,3,621
Straight Party,0550,501,431,932,3031,30.75%,384,259,3,2,648
Straight Party,0551,1288,1394,2682,7034,38.13%,1545,357,10,4,1916
Straight Party,0552,847,883,1730,3415,50.66%,1126,130,3,4,1263
Straight Party,0553,579,529,1108,4686,23.64%,386,411,5,0,802
Straight Party,0554,261,199,460,1757,26.18%,75,259,3,2,339
Straight Party,0555,225,277,502,2219,22.62%,81,297,2,1,381
Straight Party,0556,276,186,462,2319,19.92%,106,245,0,2,353
Straight Party,0557,455,183,638,2830,22.54%,201,226,1,5,433
Straight Party,0558,694,463,1157,4380,26.42%,288,506,5,2,801
Straight Party,0559,641,494,1135,4969,22.84%,225,535,3,3,766
Straight Party,0560,72,131,203,1120,18.13%,42,101,1,0,144
Straight Party,0561,362,436,798,3064,26.04%,371,202,3,1,577
Straight Party,0562,113,68,181,694,26.08%,16,124,0,1,141
Straight Party,0563,1108,376,1484,3105,47.79%,907,143,5,5,1060
Straight Party,0564,474,426,900,3155,28.53%,140,413,6,1,560
Straight Party,0565,108,78,186,1354,13.74%,33,109,2,2,146
Straight Party,0566,419,324,743,2882,25.78%,159,337,4,1,501
Straight Party,0567,301,193,494,2238,22.07%,114,215,3,4,336
Straight Party,0568,876,685,1561,3594,43.43%,706,258,4,2,970
Straight Party,0569,576,667,1243,3525,35.26%,457,308,3,4,772
Straight Party,0570,239,210,449,1562,28.75%,99,147,1,0,247
Straight Party,0571,155,149,304,1827,16.64%,91,137,1,1,230
Straight Party,0572,556,375,931,3108,29.95%,323,269,2,0,594
Straight Party,0573,290,151,441,1619,27.24%,5,380,0,1,386
Straight Party,0574,31,42,73,402,18.16%,7,54,0,1,62
Straight Party,0575,13,11,24,74,32.43%,14,1,0,0,15
Straight Party,0576,485,318,804,2734,29.41%,17,662,1,2,682
Straight Party,0577,148,88,236,608,38.82%,102,53,0,0,155
Straight Party,0578,409,538,947,1799,52.64%,389,171,4,1,565
Straight Party,0579,76,101,177,1056,16.76%,27,115,1,0,143
Straight Party,0580,179,118,297,1031,28.81%,2,239,2,1,244
Straight Party,0581,212,174,385,1032,37.40%,5,312,1,0,318
Straight Party,0582,258,171,429,1588,27.02%,16,332,0,2,350
Straight Party,0583,225,131,356,1262,28.21%,4,295,2,3,304
Straight Party,0584,182,93,275,1014,27.12%,9,225,0,0,234
Straight Party,0585,417,172,589,2511,23.46%,12,470,0,0,482
Straight Party,0586,638,680,1318,4316,30.54%,610,337,10,3,960
Straight Party,0587,439,284,723,2598,27.83%,210,325,4,0,539
Straight Party,0588,759,674,1433,3645,39.31%,770,230,10,1,1011
Straight Party,0589,500,386,886,3420,25.91%,383,252,2,3,640
Straight Party,0590,773,399,1172,2162,54.21%,672,123,5,2,802
Straight Party,0591,183,231,414,2121,19.52%,88,217,1,4,310
Straight Party,0592,133,157,290,1350,21.48%,51,166,1,1,219
Straight Party,0593,544,564,1108,4380,25.30%,391,356,3,3,753
Straight Party,0594,563,325,889,2490,35.70%,179,478,0,2,659
Straight Party,0595,201,178,379,1693,22.39%,57,255,0,1,313
Straight Party,0596,441,348,789,3007,26.24%,329,223,5,4,561
Straight Party,0597,367,394,761,3653,20.83%,263,311,3,1,578
Straight Party,0598,195,57,252,728,34.62%,150,23,1,0,174
Straight Party,0599,850,578,1428,4950,28.85%,378,678,5,5,1066
Straight Party,0600,667,429,1096,3957,27.70%,313,446,4,0,763
Straight Party,0601,1074,756,1830,4057,45.11%,1051,219,13,1,1284
Straight Party,0602,293,235,528,1326,39.82%,298,79,2,1,380
Straight Party,0603,884,794,1678,4843,34.65%,776,374,10,2,1162
Straight Party,0604,702,518,1220,3005,40.60%,780,93,4,0,877
Straight Party,0605,908,556,1464,5582,26.23%,259,826,4,0,1089
Straight Party,0606,176,70,246,937,26.25%,3,212,0,1,216
Straight Party,0607,62,51,113,728,15.52%,9,92,0,0,101
Straight Party,0608,31,47,78,537,14.53%,28,26,1,0,55
Straight Party,0609,557,680,1347,3384,39.80%,624,279,4,1,908
Straight Party,0610,231,188,419,1927,21.74%,151,113,3,1,268
Straight Party,0611,495,242,737,2488,29.62%,14,604,1,0,619
Straight Party,0612,996,497,1493,3307,45.15%,832,172,7,0,1011
Straight Party,0613,186,204,390,1554,25.10%,42,249,0,0,291
Straight Party,0614,737,566,1303,4207,30.97%,361,566,4,2,933
Straight Party,0615,480,299,779,1967,39.60%,382,172,1,0,555
Straight Party,0616,739,663,1402,3436,40.80%,736,218,9,0,963
Straight Party,0617,541,393,934,3809,24.52%,278,389,5,0,672
Straight Party,0618,946,567,1513,6003,25.20%,561,508,8,1,1078
Straight Party,0619,1219,803,2022,4297,47.06%,1061,243,16,6,1326
Straight Party,0620,689,264,953,2897,32.90%,441,203,2,0,646
Straight Party,0621,154,101,255,1133,22.51%,100,65,4,2,171
Straight Party,0622,882,524,1406,4403,31.93%,674,325,7,3,1009
Straight Party,0623,887,487,1374,3691,37.23%,719,251,4,2,976
Straight Party,0624,1,1,2,3,66.67%,1,1,0,0,2
Straight Party,0625,477,362,839,1820,46.10%,350,187,3,0,540
Straight Party,0626,581,440,1021,2861,35.69%,398,237,6,2,643
Straight Party,0627,347,322,669,3049,21.94%,163,316,3,3,485
Straight Party,0628,154,219,373,1675,22.27%,137,110,2,0,249
Straight Party,0629,37,53,90,696,12.93%,14,65,0,0,79
Straight Party,0630,975,600,1575,3905,40.36%,72,1079,4,3,1158
Straight Party,0631,822,404,1226,2846,43.08%,662,175,4,2,843
Straight Party,0632,7,4,11,343,3.21%,2,6,0,0,8
Straight Party,0633,945,731,1677,3559,47.12%,868,254,5,2,1129
Straight Party,0634,458,442,900,3029,29.71%,437,178,4,2,621
Straight Party,0635,745,485,1230,3393,36.25%,693,152,9,3,857
Straight Party,0636,835,874,1710,4140,41.30%,1145,101,4,0,1250
Straight Party,0637,409,362,771,2512,30.69%,116,381,4,1,502
Straight Party,0638,306,245,551,2204,25.00%,34,390,1,2,427
Straight Party,0639,549,547,1096,2526,43.39%,648,101,8,1,758
Straight Party,0640,641,459,1100,3733,29.47%,503,245,8,3,759
Straight Party,0641,649,596,1245,3650,34.11%,661,251,5,4,921
Straight Party,0642,472,394,866,1764,49.09%,551,72,2,0,625
Straight Party,0643,934,653,1587,5945,26.69%,467,656,6,2,1131
Straight Party,0644,1022,823,1845,5523,33.41%,909,362,14,4,1289
Straight Party,0645,655,594,1249,4185,29.84%,482,310,8,2,802
Straight Party,0646,364,287,651,2220,29.32%,157,311,1,3,472
Straight Party,0647,904,470,1374,6084,22.58%,295,723,2,2,1022
Straight Party,0648,838,579,1417,3367,42.08%,740,224,6,1,971
Straight Party,0649,687,434,1121,4576,24.50%,274,534,5,1,814
Straight Party,0650,906,766,1672,3888,43.00%,859,215,8,3,1085
Straight Party,0651,963,766,1729,5128,33.72%,808,372,5,2,1187
Straight Party,0652,467,515,982,2815,34.88%,126,599,2,3,730
Straight Party,0653,0,4,4,0,0.00%,0,3,0,0,3
Straight Party,0654,950,1005,1955,6208,31.49%,758,524,11,3,1296
Straight Party,0655,1115,1079,2195,6855,32.02%,1007,482,13,2,1504
Straight Party,0656,579,393,972,2674,36.35%,29,807,1,4,841
Straight Party,0657,247,172,419,1292,32.43%,130,180,0,2,312
Straight Party,0658,540,426,966,2807,34.41%,476,204,2,0,682
Straight Party,0659,1150,788,1938,4856,39.91%,1054,317,6,2,1379
Straight Party,0660,951,825,1775,5372,33.06%,114,1227,1,3,1345
Straight Party,0661,675,765,1440,4567,31.53%,637,370,8,6,1021
Straight Party,0662,1148,890,2038,4874,41.81%,1242,198,6,2,1448
Straight Party,0663,720,797,1517,3346,45.34%,489,354,3,1,847
Straight Party,0664,352,250,602,2869,20.98%,91,360,3,3,457
Straight Party,0665,485,348,833,2154,38.67%,533,45,4,2,584
Straight Party,0666,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0667,488,502,990,2149,46.07%,555,108,2,0,665
Straight Party,0668,399,509,908,2775,32.72%,452,181,5,2,640
Straight Party,0559,850,738,1,588,3425,46.36%,842,224,3,4,1073
Straight Party,0670,959,471,1430,2983,47.94%,845,105,6,3,959
Straight Party,0671,404,565,969,3037,31.91%,459,202,6,0,667
Straight Party,0672,960,862,1822,5706,31.93%,991,359,7,3,1360
Straight Party,0673,729,516,1245,2995,41.57%,750,121,4,0,875
Straight Party,0674,1071,618,1689,4091,41.29%,949,222,9,3,1183
Straight Party,0675,0,1,1,0,0.00%,1,0,0,0,1
Straight Party,0676,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0677,127,127,254,1266,20.06%,61,120,1,0,182
Straight Party,0678,166,108,274,735,37.28%,118,42,0,0,160
Straight Party,0679,635,520,1155,3381,34.16%,665,142,4,1,812
Straight Party,0680,21,14,35,162,21.60%,7,9,0,2,18
Straight Party,0681,1,0,1,5,20.00%,0,0,0,0,0
Straight Party,0682,711,654,1365,4216,32.38%,759,187,5,1,952
Straight Party,0683,29,20,49,276,17.75%,7,25,0,0,32
Straight Party,0684,28,22,50,223,22.42%,17,12,0,0,29
Straight Party,0685,110,29,139,307,45.28%,48,50,1,0,99
Straight Party,0686,17,12,29,208,13.94%,5,10,2,0,17
Straight Party,0687,551,537,1088,2609,41.70%,549,156,9,1,715
Straight Party,0688,1001,617,1618,3504,46.18%,941,145,2,1,1089
Straight Party,0689,211,387,598,2346,25.49%,238,194,8,0,440
Straight Party,0690,926,1104,2030,5102,39.79%,1274,183,12,1,1470
Straight Party,0691,2,5,7,25,28.00%,3,3,0,0,6
Straight Party,0692,444,548,992,2847,34.84%,552,106,6,1,665
Straight Party,0693,167,91,258,666,38.74%,52,119,4,0,175
Straight Party,0694,262,120,382,845,45.21%,187,48,2,0,237
Straight Party,0695,232,193,425,1724,24.65%,209,94,0,0,303
Straight Party,0696,261,207,468,1982,23.61%,212,106,3,0,321
Straight Party,0697,605,613,1218,4413,27.60%,225,685,2,7,919
Straight Party,0698,448,489,937,3189,29.38%,74,655,2,2,733
Straight Party,0699,569,414,983,2343,41.95%,454,159,3,0,616
Straight Party,0700,255,251,506,1371,36.91%,340,29,0,1,370
Straight Party,0701,56,43,99,588,16.84%,51,26,1,0,78
Straight Party,0702,54,70,134,539,24.86%,15,93,0,0,108
Straight Party,0703,372,490,862,1882,45.80%,456,103,5,2,566
Straight Party,0704,569,599,1168,3064,38.12%,703,109,2,0,814
Straight Party,0705,114,113,227,1523,14.90%,19,166,0,1,186
Straight Party,0706,115,71,186,610,30.49%,57,53,1,0,111
Straight Party,0707,153,86,239,707,33.80%,108,33,3,0,144
Straight Party,0708,54,52,106,563,18.83%,37,39,2,0,78
Straight Party,0709,1375,947,2322,6848,33.91%,1083,599,16,2,1700
Straight Party,0710,371,462,833,2082,40.01%,287,171,4,2,464
Straight Party,0711,704,506,1210,3484,34.73%,530,249,8,6,793
Straight Party,0712,491,463,954,3670,25.99%,308,402,4,3,717
Straight Party,0713,228,262,490,1907,25.69%,194,154,3,2,353
Straight Party,0714,35,19,55,296,18.58%,18,15,0,0,33
Straight Party,0715,176,187,363,1408,25.78%,153,105,0,0,258
Straight Party,0716,449,407,856,2680,31.94%,447,141,8,2,598
Straight Party,0717,373,250,623,2002,31.12%,55,440,0,2,497
Straight Party,0718,1017,806,1823,4229,43.11%,918,263,8,0,1189
Straight Party,0719,247,137,384,1589,24.17%,184,91,2,0,277
Straight Party,0720,995,780,1775,4282,41.45%,984,233,14,1,1232
Straight Party,0721,755,532,1287,2870,44.84%,610,212,2,0,824
Straight Party,0722,873,494,1367,4479,30.52%,72,988,2,4,1066
Straight Party,0723,401,202,603,1858,32.45%,94,346,0,0,440
Straight Party,0724,151,128,279,766,36.42%,158,30,0,1,189
Straight Party,0725,423,237,660,2237,29.50%,208,240,2,1,451
Straight Party,0726,592,402,994,2087,47.63%,684,45,4,0,733
Straight Party,0727,338,290,628,2488,25.24%,147,279,3,1,430
Straight Party,0728,209,151,360,880,40.91%,150,69,1,0,220
Straight Party,0729,136,59,195,464,42.03%,84,48,0,1,133
Straight Party,0730,428,359,787,1747,45.05%,360,131,3,4,498
Straight Party,0731,58,27,85,352,24.15%,20,44,0,0,64
Straight Party,0732,441,324,765,1924,39.76%,363,146,9,2,520
Straight Party,0733,13,7,20,215,9.30%,7,8,1,0,16
Straight Party,0734,1558,962,2520,7005,35.97%,1342,465,16,3,1826
Straight Party,0735,5,0,6,18,33.33%,3,0,0,0,3
Straight Party,0736,3,1,4,22,18.18%,0,3,0,1,4
Straight Party,0737,11,7,18,51,35.29%,10,2,0,0,12
Straight Party,0738,139,100,239,1361,17.56%,36,157,0,1,194
Straight Party,0739,354,301,655,2955,22.17%,260,224,5,2,491
Straight Party,0740,96,98,194,939,20.66%,100,46,0,0,146
Straight Party,0741,0,1,1,0,0.00%,0,0,0,0,0
Straight Party,0742,0,11,11,0,0.00%,6,3,0,0,9
Straight Party,0743,15,18,33,210,15.71%,15,5,0,0,20
Straight Party,0744,456,392,848,2027,41.84%,388,150,5,0,543
Straight Party,0745,683,372,1055,2494,42.30%,455,202,3,4,664
Straight Party,0746,115,77,192,691,27.79%,70,62,0,0,132
Straight Party,0747,553,467,1020,3743,27.25%,337,341,10,0,688
Straight Party,0748,172,140,312,1403,22.24%,124,84,1,1,210
Straight Party,0749,30,17,47,377,12.47%,7,28,0,0,35
Straight Party,0750,111,96,207,767,26.99%,99,56,0,0,155
Straight Party,0751,925,964,1889,5084,37.16%,903,343,15,6,1267
Straight Party,0752,286,200,486,1483,32.77%,276,64,2,0,342
Straight Party,0753,55,73,128,259,49.42%,56,22,0,0,78
Straight Party,0754,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0755,443,584,1027,4294,23.92%,339,375,1,3,718
Straight Party,0756,251,177,428,1600,26.75%,123,184,3,1,311
Straight Party,0757,520,508,1028,4035,25.48%,134,634,3,3,774
Straight Party,0758,1114,692,1806,4096,44.09%,1075,156,14,2,1247
Straight Party,0759,465,413,878,2730,32.16%,423,192,9,0,624
Straight Party,0760,1432,639,2071,4367,47.42%,1297,135,5,2,1439
Straight Party,0761,548,253,801,1550,51.68%,388,97,4,1,490
Straight Party,0762,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0763,108,146,254,1212,20.96%,67,98,3,1,169
Straight Party,0764,1134,774,1908,5217,36.57%,880,443,8,0,1331
Straight Party,0765,648,426,1074,4055,26.49%,319,422,4,3,748
Straight Party,0766,40,25,65,392,16.58%,11,35,0,0,46
Straight Party,0767,10,2,12,86,13.95%,6,4,0,0,10
Straight Party,0768,1361,1015,2376,5857,40.57%,1470,213,6,0,1689
Straight Party,0769,54,16,70,183,38.25%,3,55,0,0,58
Straight Party,0770,31,25,56,323,17.34%,19,15,0,0,34
Straight Party,0771,324,254,578,2426,23.83%,247,145,5,4,401
Straight Party,0772,1792,851,2643,5709,46.30%,1464,275,8,1,1748
Straight Party,0773,473,312,785,2918,26.90%,163,395,3,1,562
Straight Party,0774,30,41,71,378,18.78%,11,41,1,0,53
Straight Party,0775,18,3,21,92,22.83%,0,18,0,0,18
Straight Party,0776,551,496,1047,3053,34.29%,455,257,7,1,720
Straight Party,0777,46,40,86,652,13.19%,25,42,0,0,67
Straight Party,0778,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0779,64,51,115,940,12.23%,31,58,1,0,90
Straight Party,0780,63,59,122,595,20.50%,58,34,0,0,92
Straight Party,0781,667,273,940,3603,26.09%,305,306,4,4,619
Straight Party,0782,368,370,738,2236,33.01%,337,162,2,1,502
Straight Party,0783,49,13,62,294,21.09%,36,10,0,1,47
Straight Party,0784,208,128,336,1079,31.14%,7,271,1,0,279
Straight Party,0785,28,25,53,296,17.91%,17,18,0,0,35
Straight Party,0786,100,98,198,1251,15.83%,50,90,1,0,141
Straight Party,0787,46,52,98,488,20.08%,27,41,0,0,68
Straight Party,0788,74,32,106,454,23.35%,33,40,1,0,74
Straight Party,0789,0,3,3,3,100.00%,0,1,0,0,1
Straight Party,0790,0,0,0,3,0.00%,0,0,0,0,0
Straight Party,0791,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0792,269,239,508,1865,27.24%,84,300,2,2,388
Straight Party,0793,448,247,695,2484,27.98%,306,176,3,1,486
Straight Party,0794,124,144,268,2710,9.89%,20,188,1,0,209
Straight Party,0795,90,125,215,1217,17.67%,62,90,1,0,153
Straight Party,0796,83,51,134,476,28.15%,54,36,0,0,90
Straight Party,0797,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0798,99,111,210,500,42.00%,56,68,0,2,126
Straight Party,0799,28,15,43,161,26.71%,6,26,0,0,32
Straight Party,0800,588,642,1230,2932,41.95%,615,199,2,1,817
Straight Party,0801,32,14,46,258,17.83%,10,21,0,0,31
Straight Party,0802,52,27,79,312,25.32%,8,34,2,1,45
Straight Party,0803,725,511,1236,2893,42.72%,679,172,6,0,857
Straight Party,0804,933,591,1524,4768,31.96%,726,332,10,3,1071
Straight Party,0805,765,533,1298,2866,45.29%,779,111,5,2,897
Straight Party,0806,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0807,211,204,415,2028,20.46%,59,212,3,2,276
Straight Party,0808,12,17,29,131,22.14%,4,10,0,1,15
Straight Party,0809,7,6,13,92,14.13%,3,6,0,0,9
Straight Party,0810,9,16,25,211,11.85%,2,14,0,0,16
Straight Party,0811,29,50,79,270,29.26%,16,36,0,0,52
Straight Party,0812,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0813,938,761,1699,5807,29.26%,635,585,11,2,1233
Straight Party,0814,673,533,1206,5102,23.64%,212,656,8,1,877
Straight Party,0815,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0816,10,0,10,73,13.70%,3,6,0,0,9
Straight Party,0817,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0818,86,39,125,616,20.29%,23,72,0,1,96
Straight Party,0819,64,30,94,240,39.17%,35,22,1,0,58
Straight Party,0820,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0821,124,120,244,1242,19.65%,21,171,1,2,195
Straight Party,0822,332,167,499,1535,32.51%,7,402,0,1,410
Straight Party,0823,821,564,1385,5087,27.23%,587,362,11,3,963
Straight Party,0824,428,282,710,2700,26.30%,100,404,2,3,509
