Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Keith A. Gross,Jason Long,Joanna Sharp Dawson,Totals
"City of League City, Council, Position 6 (Four Year Term)",0655,129,131,260,752,34.57%,50,52,50,152
