Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Tim Paulissen,Totals
"City of League City, Mayor (Four Year Term)",0655,129,131,260,752,34.57%,145,145
