Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Cathi Whitworth,JoAnn Crawford,Joe A. Montemayor,Totals
"Crosby ISD, Trustee, Position 2",0097,400,330,730,2236,32.65%,331,112,107,550
