Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Gary Lemley,Chad Turner,Totals
"New Caney |.S.D., Trustee, Position 5",0340,318,85,403,542,74.35%,93,95,188
