Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Mick Phalen,Heidi Thiess,Totals
"City of League City, Council, Position #3 (Three Year Term)",0655,253,90,343,528,64.96%,71,81,152
