Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Todd Kinsey,John E. Babcock,Jay Frederick Ewend,Totals
"City of League City, Council, Position #4 (Three Year Term)",0655,253,90,343,528,64.96%,71,52,19,142
