Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Geri Bentley,Phyllis Sanborn,Totals
"City of League City, Council, Position #5 (Three Year Term)",0655,253,90,343,528,64.96%,77,72,149
