Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0380,2500,1183,3683,4753,77.49%,1873,1645,52,3570
Sheriff,0381,957,424,1381,2715,50.87%,482,835,25,1342
Sheriff,0382,275,231,507,841,60.29%,322,158,11,491
Sheriff,0383,599,493,1092,2076,52.60%,300,741,14,1055
Sheriff,0384,1172,505,1677,2596,64.60%,304,1308,18,1630
Sheriff,0385,1099,621,1720,2175,79.08%,1145,466,25,1636
Sheriff,0386,1464,460,1924,2872,66.99%,1308,543,22,1873
Sheriff,0387,1369,802,2171,3727,58.25%,1428,657,23,2108
Sheriff,0388,2780,1222,4002,5329,75.10%,2088,1733,53,3874
Sheriff,0389,283,251,544,975,55.79%,80,409,19,508
Sheriff,0390,644,368,1012,1565,64.66%,103,851,26,980
Sheriff,0391,856,355,1211,1805,67.09%,733,408,28,1169
Sheriff,0392,737,197,934,1441,64.82%,6,900,10,916
Sheriff,0393,346,318,664,1206,55.06%,266,346,18,630
Sheriff,0394,166,176,342,860,39.77%,123,201,4,328
Sheriff,0395,830,491,1321,1820,72.58%,814,410,40,1264
Sheriff,0396,1157,219,1376,2073,66.38%,14,1315,7,1336
Sheriff,0397,163,148,311,750,41.47%,112,181,4,297
Sheriff,0398,1438,840,2278,3816,59.70%,1008,1154,47,2209
Sheriff,0399,896,593,1489,2542,58.58%,669,763,18,1450
Sheriff,0400,1048,506,1554,2238,69.44%,1018,442,31,1491
Sheriff,0401,723,284,1007,1876,53.68%,39,934,14,987
Sheriff,0402,891,245,1136,1737,65.40%,47,1047,12,1106
Sheriff,0403,791,527,1318,1703,77.39%,633,582,23,1238
Sheriff,0404,778,552,1330,2589,51.37%,591,665,24,1280
Sheriff,0405,0,1,1,0,0.00%,0,1,0,1
Sheriff,0406,281,72,353,610,57.87%,6,324,6,336
Sheriff,0407,1317,1000,2317,3652,63.44%,1292,876,42,2210
Sheriff,0408,154,179,333,933,35.69%,120,195,7,322
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0409,277,289,566,1371,41.28%,154,386,3,543
Sheriff,0410,337,102,439,849,51.71%,77,350,4,431
Sheriff,0411,542,462,1004,2302,43.61%,236,716,13,965
Sheriff,0412,193,74,267,433,61.66%,11,247,3,261
Sheriff,0413,1493,525,2018,3023,66.75%,670,1258,24,1952
Sheriff,0414,1452,593,2045,3457,59.16%,1352,561,30,1943
Sheriff,0415,950,633,1583,2124,74.53%,1017,465,38,1520
Sheriff,0416,1174,916,2090,3582,58.35%,998,931,63,1992
Sheriff,0417,777,619,1396,2465,56.63%,549,764,28,1341
Sheriff,0418,1057,758,1815,3420,53.07%,600,1120,31,1751
Sheriff,0419,1006,578,1584,2697,58.73%,958,564,22,1544
Sheriff,0420,2174,1089,3263,4639,70.34%,2515,590,53,3158
Sheriff,0421,124,92,216,467,46.25%,41,163,1,205
Sheriff,0422,1456,585,2041,3345,61.02%,34,1943,18,1995
Sheriff,0423,190,309,499,894,55.82%,173,295,6,474
Sheriff,0424,435,157,592,888,66.67%,315,252,12,579
Sheriff,0425,227,234,461,875,52.69%,132,299,7,438
Sheriff,0426,415,283,698,1224,57.03%,339,309,8,656
Sheriff,0427,325,249,574,1115,51.48%,178,355,5,538
Sheriff,0428,1284,907,2191,4316,50.76%,575,1451,35,2061
Sheriff,0429,1091,777,1868,3929,47.54%,313,1401,31,1745
Sheriff,0430,403,335,738,1654,44.62%,133,548,15,696
Sheriff,0431,819,403,1222,3188,38.33%,289,840,33,1162
Sheriff,0432,311,271,582,1344,43.30%,143,384,27,554
Sheriff,0433,139,106,245,573,42.76%,32,189,8,229
Sheriff,0434,628,371,999,1386,72.08%,555,379,22,956
Sheriff,0435,1534,768,2302,3097,74.33%,1341,800,48,2189
Sheriff,0436,1334,709,2043,3012,67.83%,1101,799,36,1936
Sheriff,0437,951,542,1493,2007,74.39%,947,456,21,1424
Sheriff,0438,1046,387,1433,1802,79.52%,980,357,15,1352
Sheriff,0439,1526,905,2431,3416,71.17%,1537,731,44,2312
Sheriff,0440,1326,876,2202,2867,76.81%,1551,490,28,2069
Sheriff,0441,698,513,1211,1616,74.94%,803,333,20,1156
Sheriff,0442,1366,513,1879,2504,75.04%,1443,351,24,1818
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0443,335,148,483,605,79.83%,307,143,6,456
Sheriff,0444,1258,731,1989,3172,62.70%,1055,810,36,1901
Sheriff,0445,860,443,1303,1938,67.23%,709,527,24,1260
Sheriff,0446,70,52,122,268,45.52%,46,71,2,119
Sheriff,0447,271,108,379,583,65.01%,114,227,12,353
Sheriff,0448,1239,869,2108,3081,68.42%,1086,870,58,2014
Sheriff,0449,62,37,99,164,60.37%,12,79,1,92
Sheriff,0450,856,537,1393,2622,53.13%,293,1041,27,1361
Sheriff,0451,1575,515,2090,2674,78.16%,1558,460,22,2040
Sheriff,0452,1109,639,1748,2810,62.21%,1193,474,36,1703
Sheriff,0453,559,475,1034,1885,54.85%,298,667,20,985
Sheriff,0454,1226,311,1537,2571,59.78%,10,1481,9,1500
Sheriff,0455,748,216,964,1679,57.42%,27,908,4,939
Sheriff,0456,1266,593,1859,3350,55.49%,917,838,25,1780
Sheriff,0457,0,0,0,0,0.00%,0,0,0,0
Sheriff,0458,908,271,1179,1893,62.28%,40,1101,13,1154
Sheriff,0459,1637,476,2113,2950,71.63%,1552,445,33,2030
Sheriff,0460,1250,402,1652,2346,70.42%,358,1235,15,1608
Sheriff,0461,1958,828,2786,3733,74.63%,1661,951,36,2648
Sheriff,0462,1318,865,2183,3367,64.84%,684,1362,29,2075
Sheriff,0463,1124,656,1780,2962,60.09%,658,1026,30,1714
Sheriff,0464,786,612,1398,2126,65.76%,871,459,27,1357
Sheriff,0465,1465,702,2167,3343,64.82%,1033,1046,45,2124
Sheriff,0466,2052,729,2781,4072,68.30%,1391,1288,34,2713
Sheriff,0467,478,229,707,1230,57.48%,142,533,6,681
Sheriff,0468,984,793,1777,3354,52.98%,451,1226,26,1703
Sheriff,0469,2039,638,2677,3779,70.84%,1929,602,48,2579
Sheriff,0470,443,323,766,1349,56.78%,501,212,18,731
Sheriff,0471,792,597,1389,2349,59.13%,984,348,21,1353
Sheriff,0472,370,337,707,1027,68.84%,263,377,23,663
Sheriff,0473,914,442,1356,1827,74.22%,846,435,23,1304
Sheriff,0474,1146,766,1912,3006,63.61%,1220,571,47,1838
Sheriff,0475,485,473,958,1651,58.03%,371,521,23,915
Sheriff,0476,809,658,1467,2412,60.82%,743,658,24,1425
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0477,1441,742,2183,3195,68.33%,1506,588,32,2126
Sheriff,0478,1959,898,2857,4150,68.84%,1701,1003,53,2757
Sheriff,0479,1298,588,1886,2648,71.22%,1263,521,42,1826
Sheriff,0480,936,555,1491,2267,65.77%,958,447,23,1428
Sheriff,0481,1463,852,2315,3298,70.19%,1585,618,43,2246
Sheriff,0482,1963,836,2799,4129,67.79%,1769,902,59,2730
Sheriff,0483,1868,759,2627,4141,63.44%,1272,1186,68,2526
Sheriff,0484,2236,1008,3244,4594,70.61%,2153,965,44,3162
Sheriff,0485,2421,990,3411,4838,70.50%,2316,951,53,3320
Sheriff,0486,1843,805,2648,3572,74.13%,1918,615,40,2573
Sheriff,0487,1005,612,1617,3318,48.73%,417,1072,21,1510
Sheriff,0488,580,440,1020,1713,59.54%,302,640,16,958
Sheriff,0489,783,378,1161,1823,63.69%,290,802,21,1113
Sheriff,0490,876,439,1315,1944,67.64%,403,835,22,1260
Sheriff,0491,667,489,1156,1782,64.87%,597,481,32,1110
Sheriff,0492,1069,504,1573,2351,66.91%,742,727,38,1507
Sheriff,0493,858,400,1258,1804,69.73%,740,428,31,1199
Sheriff,0494,760,431,1191,2176,54.73%,123,1035,13,1171
Sheriff,0495,1120,494,1614,2284,70.67%,1018,508,23,1549
Sheriff,0496,496,571,1067,2086,51.15%,340,676,14,1030
Sheriff,0497,1123,303,1426,2226,64.06%,48,1324,9,1381
Sheriff,0498,759,499,1258,2123,59.26%,470,713,35,1218
Sheriff,0499,1301,517,1818,2304,78.91%,1160,552,32,1744
Sheriff,0500,1507,746,2253,3175,70.96%,1413,735,36,2184
Sheriff,0501,653,487,1140,1647,69.22%,385,652,42,1079
Sheriff,0502,1150,332,1482,2364,62.69%,1068,348,19,1435
Sheriff,0503,359,273,632,1363,46.37%,168,407,20,595
Sheriff,0504,1129,538,1667,2197,75.88%,1003,577,31,1611
Sheriff,0505,1209,829,2038,3654,55.77%,781,1116,65,1962
Sheriff,0506,1470,801,2271,3380,67.19%,311,1861,38,2210
Sheriff,0507,582,385,967,2435,39.71%,135,694,13,842
Sheriff,0508,946,760,1706,3248,52.52%,475,1087,23,1585
Sheriff,0509,1340,864,2204,3536,62.33%,1441,645,35,2121
Sheriff,0510,1492,682,2174,3511,61.92%,868,1181,46,2095
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0511,0,8,8,0,0.00%,1,5,0,8
Sheriff,0512,1558,1127,2885,4582,58.80%,1077,1478,40,2593
Sheriff,0513,1805,507,2112,2752,78.74%,1437,801,19,2057
Sheriff,0514,1988,880,2828,3941,71.71%,1933,772,43,2748
Sheriff,0515,1892,708,2400,3173,75.84%,1788,531,27,2324
Sheriff,0518,2179,1088,3245,4934,85.77%,1444,1810,85,3119
Sheriff,0517,1208,853,1881,3320,58.05%,854,902,37,1793
Sheriff,0518,1478,919,2397,3755,83.83%,1322,951,35,2308
Sheriff,0519,1234,845,1879,2951,83.87%,1258,533,37,1828
Sheriff,0520,1542,857,2399,4084,59.03%,344,1957,27,2328
Sheriff,0521,1011,894,1705,2725,82.57%,791,828,35,1852
Sheriff,0522,1171,858,1829,2882,88.20%,1277,455,34,1788
Sheriff,0523,1338,889,2027,3080,88.24%,1252,855,44,1951
Sheriff,0524,1237,875,1912,3292,58.08%,492,1327,32,1851
Sheriff,0525,1380,810,1990,2947,87.53%,339,1550,38,1925
Sheriff,0528,187,171,338,731,48.24%,71,249,5,325
Sheriff,0527,80,24,104,589,18.28%,45,57,1,103
Sheriff,0528,38,12,48,92,52.17%,3,43,2,48
Sheriff,0529,1987,441,2428,3818,87.15%,1927,388,41,2358
Sheriff,0530,259,235,494,1198,41.30%,74,392,8,472
Sheriff,0531,872,113,785,1094,71.78%,591,184,5,780
Sheriff,0532,452,184,838,1039,81.21%,402,200,14,818
Sheriff,0533,317,207,524,1089,49.02%,242,254,8,504
Sheriff,0534,1858,875,2333,3795,81.48%,1573,880,41,2274
Sheriff,0535,80,94,174,421,41.33%,51,113,4,188
Sheriff,0538,1332,1195,2527,4578,55.22%,778,1835,33,2448
Sheriff,0537,1454,823,2277,2971,78.84%,1532,837,30,2199
Sheriff,0538,433,237,870,1282,52.28%,12,831,7,850
Sheriff,0539,28,209,235,71,330.99%,43,188,8,217
Sheriff,0540,888,380,1048,1491,70.15%,385,552,32,989
Sheriff,0541,1824,779,2803,4183,82.23%,321,2133,59,2513
Sheriff,0542,997,501,1498,2525,59.33%,82,1391,13,1488
Sheriff,0543,287,378,885,1528,43.52%,155,481,11,847
Sheriff,0544,92,53,145,318,45.80%,14,123,2,139
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0545,1314,857,2171,3339,65.02%,920,1136,40,2096
Sheriff,0546,4,4,8,30,26.67%,2,6,0,8
Sheriff,0547,877,647,1524,2408,63.29%,957,470,35,1462
Sheriff,0548,720,476,1196,2129,56.18%,487,654,12,1153
Sheriff,0549,944,586,1530,2530,60.47%,176,1292,20,1488
Sheriff,0550,1134,629,1763,2847,61.92%,780,915,29,1724
Sheriff,0551,3088,1527,4615,6135,75.22%,3087,1336,56,4479
Sheriff,0552,1521,844,2465,3241,76.06%,1928,436,37,2401
Sheriff,0553,1465,951,2416,4355,55.48%,918,1375,45,2338
Sheriff,0554,562,340,902,1731,52.11%,133,707,14,854
Sheriff,0555,597,447,1044,2119,49.27%,155,837,6,998
Sheriff,0556,584,421,1005,2249,44.69%,195,757,15,967
Sheriff,0557,822,556,1378,2726,50.55%,378,899,16,1293
Sheriff,0558,1588,824,2412,4084,59.06%,672,1591,56,2319
Sheriff,0559,1787,899,2686,4633,57.98%,575,1931,73,2579
Sheriff,0560,172,289,461,1176,39.20%,66,363,4,433
Sheriff,0561,837,759,1596,3033,52.62%,801,703,25,1529
Sheriff,0562,201,146,347,645,53.80%,16,317,5,338
Sheriff,0563,1699,415,2114,2969,71.20%,1525,483,22,2030
Sheriff,0564,1150,713,1863,3096,60.17%,445,1243,68,1756
Sheriff,0565,315,194,509,1373,37.07%,75,400,10,485
Sheriff,0566,1122,478,1600,2950,54.24%,379,1117,46,1542
Sheriff,0567,672,394,1066,2198,48.50%,252,704,26,982
Sheriff,0568,1628,837,2465,3487,70.69%,1461,830,56,2347
Sheriff,0569,1294,865,2159,3249,66.45%,1011,973,55,2039
Sheriff,0570,525,409,934,1473,63.41%,383,460,25,868
Sheriff,0571,333,312,645,1758,36.69%,150,458,5,613
Sheriff,0572,1283,574,1857,2998,61.94%,780,944,52,1776
Sheriff,0573,577,368,945,1618,58.41%,9,908,6,923
Sheriff,0574,98,79,177,391,45.27%,14,160,0,174
Sheriff,0575,27,9,36,79,45.57%,31,4,1,36
Sheriff,0576,1050,552,1602,2671,59.98%,41,1499,17,1557
Sheriff,0577,231,113,344,573,60.03%,175,151,6,332
Sheriff,0578,745,553,1298,1689,76.85%,710,504,24,1238
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0579,487,351,838,1806,46.40%,168,634,13,815
Sheriff,0580,429,146,575,1027,55.99%,10,549,4,563
Sheriff,0581,510,162,672,1041,64.55%,15,627,8,650
Sheriff,0582,614,256,870,1613,53.94%,36,804,7,847
Sheriff,0583,544,127,671,1248,53.77%,9,647,4,660
Sheriff,0584,392,139,531,971,54.69%,32,489,5,526
Sheriff,0585,934,304,1238,2403,51.52%,32,1166,11,1209
Sheriff,0586,1305,1189,2495,4230,58.98%,1421,958,50,2429
Sheriff,0587,933,465,1398,2174,64.31%,456,892,18,1366
Sheriff,0588,1536,871,2407,3468,69.41%,1566,732,50,2348
Sheriff,0589,1033,738,1771,3130,56.58%,848,851,27,1726
Sheriff,0590,1158,463,1621,2136,75.89%,1145,396,25,1566
Sheriff,0591,420,449,869,2114,41.11%,187,645,8,840
Sheriff,0592,370,288,658,1258,52.31%,131,492,10,633
Sheriff,0593,1148,999,2147,4059,52.89%,844,1183,48,2075
Sheriff,0594,1031,535,1566,2361,66.33%,392,1120,24,1536
Sheriff,0595,497,380,877,1647,53.25%,124,719,10,853
Sheriff,0596,945,690,1635,2848,57.41%,770,786,39,1595
Sheriff,0597,1067,719,1786,3267,54.67%,565,1146,19,1730
Sheriff,0598,335,103,438,724,60.50%,319,97,10,426
Sheriff,0599,1895,855,2761,4135,66.77%,854,1795,45,2694
Sheriff,0600,1383,869,2252,3820,58.95%,699,1438,33,2170
Sheriff,0601,2028,858,2886,3990,72.33%,2007,773,40,2820
Sheriff,0602,562,296,858,1237,69.36%,556,274,10,840
Sheriff,0603,1437,1163,2600,3917,66.38%,1449,1043,44,2536
Sheriff,0604,1444,528,1972,2910,67.77%,1524,364,33,1921
Sheriff,0605,2227,889,3116,5251,59.34%,608,2377,41,3026
Sheriff,0606,420,122,542,1053,51.47%,4,524,3,531
Sheriff,0607,194,118,312,731,42.68%,18,282,2,302
Sheriff,0608,245,290,535,1256,42.60%,178,337,7,522
Sheriff,0609,1364,844,2208,3261,67.71%,1227,850,44,2121
Sheriff,0610,403,398,801,1825,43.89%,306,446,14,766
Sheriff,0611,1120,301,1421,2450,58.00%,29,1358,6,1393
Sheriff,0612,1700,579,2279,3272,69.65%,1595,544,49,2188
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0613,495,309,804,1450,55.45%,106,665,13,784
Sheriff,0614,1631,812,2443,3932,62.13%,723,1612,43,2378
Sheriff,0615,931,404,1335,1926,69.31%,720,560,20,1300
Sheriff,0616,1352,970,2322,3378,68.74%,1426,783,42,2251
Sheriff,0617,1318,849,2167,3546,61.11%,691,1372,42,2105
Sheriff,0618,1920,1021,2941,5344,55.03%,1158,1654,49,2861
Sheriff,0619,2133,857,2990,4266,70.09%,2050,793,47,2890
Sheriff,0620,2382,856,3238,5271,61.43%,1411,1621,47,3079
Sheriff,0621,397,203,600,1173,51.15%,260,298,19,577
Sheriff,0622,1722,829,2551,4305,59.26%,1336,1087,47,2470
Sheriff,0623,1708,626,2334,3481,67.05%,1393,831,30,2254
Sheriff,0624,9,0,9,16,56.25%,5,4,0,9
Sheriff,0625,862,454,1316,1796,73.27%,670,552,27,1249
Sheriff,0626,1148,655,1803,2838,63.53%,801,882,35,1718
Sheriff,0627,795,647,1442,2964,48.65%,363,993,19,1375
Sheriff,0628,292,456,748,1600,46.75%,267,438,20,725
Sheriff,0629,175,127,302,629,48.01%,21,270,5,296
Sheriff,0630,2018,535,2553,3190,80.03%,181,2262,43,2486
Sheriff,0631,1489,392,1881,2733,68.83%,1223,574,19,1816
Sheriff,0632,12,9,21,231,9.09%,5,12,1,18
Sheriff,0633,1782,678,2460,3257,75.53%,1661,691,38,2390
Sheriff,0634,1020,734,1754,2922,60.03%,996,659,41,1696
Sheriff,0635,1326,706,2032,3280,61.95%,1459,449,57,1965
Sheriff,0636,1791,974,2765,3881,71.24%,2263,415,26,2704
Sheriff,0637,739,509,1248,2471,50.51%,212,966,30,1208
Sheriff,0638,740,684,1424,2078,68.53%,77,1270,18,1365
Sheriff,0639,828,711,1539,2501,61.54%,1126,346,23,1495
Sheriff,0640,1382,723,2105,3548,59.33%,1122,876,34,2032
Sheriff,0641,1265,878,2143,3375,63.50%,1206,842,39,2087
Sheriff,0642,871,447,1318,1779,74.09%,983,290,11,1284
Sheriff,0643,2157,994,3151,5310,59.34%,1098,1897,46,3041
Sheriff,0644,2123,1204,3327,5261,63.24%,1927,1222,58,3207
Sheriff,0645,1639,895,2534,4035,62.80%,1077,1301,54,2432
Sheriff,0646,708,456,1164,2163,53.81%,299,795,16,1110
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0647,1770,1020,2790,5593,49.88%,646,1904,41,2591
Sheriff,0648,1590,668,2258,3197,70.63%,1467,691,35,2193
Sheriff,0649,1389,854,2243,4426,50.68%,551,1553,40,2144
Sheriff,0650,1328,939,2267,3151,71.95%,1531,649,29,2209
Sheriff,0651,2085,1070,3155,4931,63.98%,1768,1244,47,3059
Sheriff,0652,1049,653,1702,2633,64.64%,249,1384,22,1655
Sheriff,0653,0,8,8,0,0.00%,2,6,0,8
Sheriff,0654,2103,1344,3447,5765,59.79%,1542,1735,50,3327
Sheriff,0655,2612,1451,4063,6304,64.45%,2368,1472,71,3911
Sheriff,0656,1198,421,1619,2622,61.75%,42,1527,8,1577
Sheriff,0657,490,268,758,1200,63.17%,270,453,9,732
Sheriff,0658,985,708,1693,2824,59.95%,960,644,45,1649
Sheriff,0659,2141,1091,3232,4588,70.44%,2171,932,46,3149
Sheriff,0660,2460,932,3392,5048,67.19%,286,2985,37,3308
Sheriff,0661,1514,1012,2626,4179,62.84%,1278,1181,65,2524
Sheriff,0662,2477,999,3476,4807,72.31%,2626,710,44,3380
Sheriff,0663,1302,913,2215,3232,68.53%,1029,1033,69,2131
Sheriff,0664,681,607,1288,2801,45.98%,224,1010,18,1252
Sheriff,0665,951,394,1345,2007,67.02%,1039,233,24,1296
Sheriff,0666,0,1,1,0,0.00%,0,1,0,1
Sheriff,0667,989,547,1536,2181,70.43%,1035,439,12,1486
Sheriff,0668,927,655,1582,2458,64.36%,902,602,27,1531
Sheriff,0669,1606,823,2429,3243,74.90%,1559,775,28,2362
Sheriff,0670,1566,518,2084,2952,70.60%,1507,463,37,2007
Sheriff,0671,1090,773,1863,2942,63.32%,981,786,36,1803
Sheriff,0672,2301,1078,3379,4710,71.74%,2108,1127,52,3287
Sheriff,0673,1375,543,2019,2988,67.57%,1501,413,31,1945
Sheriff,0674,2092,813,2905,4055,71.64%,2032,753,48,2833
Sheriff,0675,0,0,0,0,0.00%,0,0,0,0
Sheriff,0676,0,0,0,0,0.00%,0,0,0,0
Sheriff,0677,220,239,459,954,48.11%,102,338,6,446
Sheriff,0678,297,164,461,756,60.98%,271,159,10,440
Sheriff,0679,1466,661,2127,3331,63.85%,1466,556,30,2052
Sheriff,0680,55,22,78,181,43.09%,31,35,6,72
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0681,1,0,1,5,20.00%,0,1,0,1
Sheriff,0682,1673,912,2585,4134,62.53%,1732,731,49,2512
Sheriff,0683,48,50,98,261,37.55%,17,75,1,93
Sheriff,0684,72,24,96,187,51.34%,56,33,0,89
Sheriff,0685,167,29,196,326,60.12%,82,104,2,188
Sheriff,0686,46,34,80,196,40.82%,14,59,2,75
Sheriff,0687,1084,641,1725,2497,69.08%,1033,614,23,1670
Sheriff,0688,1815,673,2488,3266,76.18%,1827,553,36,2416
Sheriff,0689,505,651,1156,2276,50.79%,483,580,21,1084
Sheriff,0690,1955,1115,3081,4184,73.64%,2320,626,38,2984
Sheriff,0691,10,2,12,34,35.29%,4,8,0,12
Sheriff,0692,999,717,1716,2626,65.35%,1175,449,35,1659
Sheriff,0693,303,116,419,651,64.36%,88,300,11,399
Sheriff,0694,420,137,557,817,68.18%,343,191,7,541
Sheriff,0695,454,320,774,1646,47.02%,441,289,19,749
Sheriff,0696,600,373,973,2098,46.38%,562,353,30,945
Sheriff,0697,1516,941,2457,4307,57.05%,489,1856,42,2387
Sheriff,0698,1137,659,1796,2948,60.92%,141,1576,26,1743
Sheriff,0699,1031,566,1597,2288,69.80%,933,543,36,1512
Sheriff,0700,531,287,818,1313,62.30%,611,173,16,800
Sheriff,0701,142,115,257,554,46.39%,118,128,2,248
Sheriff,0702,150,123,273,549,49.73%,21,241,1,263
Sheriff,0703,742,616,1358,1845,73.60%,905,360,30,1295
Sheriff,0704,1334,701,2035,2882,70.61%,1540,396,30,1966
Sheriff,0705,358,238,596,1520,39.21%,51,521,5,577
Sheriff,0706,222,135,357,529,67.49%,153,186,11,350
Sheriff,0707,284,135,420,707,59.41%,220,167,10,397
Sheriff,0708,109,95,204,568,35.92%,88,100,7,195
Sheriff,0709,2996,1297,4293,6239,68.81%,2326,1796,56,4178
Sheriff,0710,877,602,1479,2023,73.11%,783,563,47,1393
Sheriff,0711,1492,701,2193,3351,65.44%,1186,871,44,2101
Sheriff,0712,1200,858,2058,3348,61.47%,745,1237,33,2015
Sheriff,0713,665,436,1101,1827,60.26%,535,516,20,1071
Sheriff,0714,77,3,80,304,26.32%,46,30,1,77
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0715,405,326,731,1380,52.97%,337,350,16,703
Sheriff,0716,977,522,1599,2670,59.89%,1037,473,31,1541
Sheriff,0717,826,362,1188,1927,61.65%,141,1001,7,1149
Sheriff,0718,1844,1019,2863,4050,70.69%,1778,901,49,2728
Sheriff,0719,508,260,768,1617,47.50%,384,354,8,746
Sheriff,0720,1575,1044,2619,3903,67.10%,1768,745,37,2550
Sheriff,0721,1334,637,1971,2842,69.35%,1195,627,54,1876
Sheriff,0722,1892,542,2534,4357,58.16%,136,2295,30,2461
Sheriff,0723,747,329,1076,1760,61.14%,211,820,13,1044
Sheriff,0724,325,170,495,716,69.13%,308,161,9,478
Sheriff,0725,953,329,1282,2124,60.36%,454,769,15,1238
Sheriff,0726,1141,304,1445,1987,72.72%,1207,181,12,1400
Sheriff,0727,931,466,1397,2488,56.15%,305,999,46,1350
Sheriff,0728,343,208,551,881,62.54%,281,230,17,528
Sheriff,0729,208,93,301,446,67.49%,161,129,4,294
Sheriff,0730,800,437,1237,1630,75.89%,740,418,16,1174
Sheriff,0731,121,36,157,373,42.09%,24,124,1,149
Sheriff,0732,701,543,1244,1895,65.65%,683,465,43,1191
Sheriff,0733,25,62,87,172,50.58%,24,57,0,81
Sheriff,0734,3209,1114,4323,5952,72.63%,2713,1442,56,4211
Sheriff,0735,9,0,9,23,39.13%,8,0,1,9
Sheriff,0736,6,1,7,21,33.33%,1,6,0,7
Sheriff,0737,25,5,30,53,56.60%,24,6,0,30
Sheriff,0738,470,219,689,1294,53.25%,77,590,6,673
Sheriff,0739,1005,490,1495,2872,52.05%,604,826,22,1452
Sheriff,0740,233,205,438,935,46.84%,208,212,10,430
Sheriff,0741,0,0,0,0,0.00%,0,0,0,0
Sheriff,0742,0,0,0,0,0.00%,0,0,0,0
Sheriff,0743,27,4,31,199,15.58%,12,17,1,30
Sheriff,0744,848,509,1357,2024,67.05%,805,473,27,1305
Sheriff,0745,1066,542,1608,2396,67.11%,938,571,34,1543
Sheriff,0746,230,151,381,707,53.89%,165,181,10,356
Sheriff,0747,1200,873,2073,3490,59.40%,860,1116,47,2023
Sheriff,0748,420,307,727,1319,55.12%,310,358,29,697
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Louis Guthrie,DEM Adrian Garcia,GRN Remington Alessi,Totals
Sheriff,0749,99,57,156,359,43.45%,23,119,2,144
Sheriff,0750,264,147,411,720,57.08%,220,168,10,398
Sheriff,0751,1664,1254,2918,4451,65.56%,1812,954,58,2824
Sheriff,0752,571,277,848,1511,56.12%,566,240,13,819
Sheriff,0753,106,61,167,260,64.23%,98,63,4,165
Sheriff,0754,0,0,0,0,0.00%,0,0,0,0
Sheriff,0755,1048,896,1944,3569,54.47%,608,1228,42,1878
Sheriff,0756,582,300,882,1539,57.31%,279,552,17,848
Sheriff,0757,1416,690,2106,3498,60.21%,308,1730,24,2062
Sheriff,0758,1996,783,2779,3781,73.50%,2083,540,34,2657
Sheriff,0759,1109,590,1699,2625,64.72%,898,698,33,1629
Sheriff,0760,2346,647,2993,4154,72.05%,2358,482,47,2887
Sheriff,0761,917,219,1136,1464,77.60%,736,337,19,1092
Sheriff,0762,0,0,0,0,0.00%,0,0,0,0
Sheriff,0763,255,308,563,1184,47.55%,144,390,12,546
Sheriff,0764,2270,1050,3320,4931,67.33%,1963,1198,66,3227
Sheriff,0765,1390,815,2205,3967,55.58%,690,1386,52,2128
Sheriff,0766,71,92,163,383,42.56%,27,116,5,148
Sheriff,0767,20,15,35,90,38.89%,20,12,0,32
Sheriff,0768,2854,1159,4013,5364,74.81%,2953,892,54,3899
