Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0803,1305,530,1935,2718,71.19%,1052,263,3,3,1321
Straight Party,0804,1811,960,2771,4348,63.73%,1256,710,11,1,1978
Straight Party,0805,1511,529,2040,2812,72.55%,1189,165,13,4,1371
Straight Party,0806,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0807,654,402,1056,2001,52.77%,109,639,7,3,758
Straight Party,0808,42,26,68,84,80.95%,18,19,2,1,40
Straight Party,0809,216,27,86,31.40%,8,14,0,0,22
Straight Party,0810,30,48,78,215,36.28%,10,41,0,0,51
Straight Party,0811,39,106,145,271,53.51%,16,82,0,0,98
Straight Party,0812,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0813,1970,1258,3228,5423,59.52%,1148,1172,13,6,2339
Straight Party,0814,1776,955,2731,4503,60.65%,464,1593,10,1,2068
Straight Party,0815,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0816,20,13,33,76,43.42%,5,19,0,0,24
Straight Party,0817,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0818,134,101,235,527,44.59%,32,148,0,0,180
Straight Party,0819,104,45,149,238,82.81%,53,21,0,0,74
Straight Party,0820,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0821,354,203,557,1208,48.19%,31,401,2,1,435
Straight Party,0822,584,282,888,1544,58.09%,19,888,0,1,708
Straight Party,0823,1855,1015,2870,4710,80.93%,1083,919,17,8,2025
Straight Party,0824,988,471,1457,2729,53.39%,188,839,2,4,1033
Straight Party,0825,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0828,154,89,243,342,71.05%,77,38,1,0,118
Straight Party,0827,170,188,358,997,35.71%,94,187,3,0,284
Straight Party,0828,1078,343,1421,1875,75.79%,815,102,10,0,927
Straight Party,0829,107,58,183,288,81.28%,20,103,1,0,124
Straight Party,0830,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,0831,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0832,109,48,155,351,44.18%,32,83,0,0,115
Straight Party,0833,8,1,9,20,45.00%,0,7,0,0,7
Straight Party,0834,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0835,87,53,140,292,47.95%,22,88,0,0,90
Straight Party,0838,8,3,11,19,57.89%,0,7,0,0,7
Straight Party,0837,1,0,1,0,0.00%,0,0,0,0,0
Straight Party,0838,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0839,355,240,595,1122,53.03%,71,339,5,1,418
Straight Party,0840,712,251,983,1821,59.41%,227,477,1,0,705
Straight Party,0841,0,2,2,0,0.00%,0,1,0,0,1
Straight Party,0842,989,715,1704,3091,55.13%,530,828,7,2,1187
Straight Party,0843,0,2,2,0,0.00%,0,2,0,0,2
Straight Party,0844,2,4,8,13,48.15%,0,4,0,0,4
Straight Party,0845,88,10,98,100,98.00%,43,23,0,0,88
Straight Party,0848,70,29,99,210,47.14%,4,73,0,1,78
Straight Party,0847,799,321,1120,1804,82.08%,212,814,4,1,831
Straight Party,0848,783,431,1214,1873,84.82%,254,558,3,1,818
Straight Party,0849,553,514,1087,2073,51.47%,217,487,2,8,892
Straight Party,0850,87,38,125,205,80.98%,35,51,0,0,88
Straight Party,0851,2194,816,3010,4317,69.72%,1412,639,9,7,2067
Straight Party,0852,0,4,4,2,200.00%,0,4,0,0,4
Straight Party,0853,1415,605,2020,2773,72.85%,1102,230,4,3,1339
Straight Party,0854,41,30,71,175,40.57%,2,59,0,0,61
Straight Party,0855,4,13,17,18,94.44%,8,7,0,0,15
Straight Party,0856,0,4,4,0,0.00%,1,1,0,0,2
Straight Party,0857,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,0858,132,18,150,372,40.32%,3,130,0,0,133
Straight Party,0859,309,201,510,860,59.30%,64,318,0,1,383
Straight Party,0860,0,1,1,0,0.00%,0,0,0,0,0
Straight Party,0861,705,319,1024,1786,57.33%,140,664,1,1,806
Straight Party,0862,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0863,210,69,279,620,45.00%,6,223,1,0,230
Straight Party,0864,497,609,1106,2464,44.89%,196,650,5,3,854
Straight Party,0865,9,2,11,23,47.83%,0,7,0,0,7
Straight Party,0866,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0867,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0868,573,586,1159,2292,50.57%,260,616,6,2,884
Straight Party,0869,153,76,229,473,48.41%,23,147,2,0,172
Straight Party,0870,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0871,3,0,3,4,75.00%,0,2,0,0,2
Straight Party,0872,13,5,18,66,27.27%,5,5,0,0,10
Straight Party,0873,253,125,378,701,53.92%,68,214,1,1,284
Straight Party,0874,1535,748,2283,3107,73.48%,1280,250,7,2,1539
Straight Party,0875,1722,927,2649,4031,65.72%,913,970,8,2,1893
Straight Party,0876,1632,639,2271,3013,75.37%,1231,369,5,1,1606
Straight Party,0877,1032,542,1674,2480,67.50%,516,677,6,4,1203
Straight Party,0878,853,350,1203,1641,73.31%,727,77,7,1,812
Straight Party,0879,892,527,1419,2334,60.80%,491,546,8,4,1049
Straight Party,0880,1071,472,1543,2007,76.88%,865,204,6,0,1075
Straight Party,0881,1512,877,2389,3619,66.01%,573,1226,6,4,1809
Straight Party,0882,941,457,1398,2328,60.05%,563,412,4,3,982
Straight Party,0883,1920,1042,2962,4651,63.69%,355,1900,4,1,2260
Straight Party,0884,119,37,156,330,47.27%,15,108,0,0,123
Straight Party,0885,1223,541,1764,2466,71.53%,767,445,5,2,1219
Straight Party,0886,302,154,456,713,63.96%,133,92,2,1,228
Straight Party,0887,143,83,226,313,72.20%,79,43,3,0,125
Straight Party,0888,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0889,22,0,22,61,36.07%,9,4,0,0,13
Straight Party,0890,326,118,444,994,44.67%,102,151,4,1,258
Straight Party,0891,545,392,937,1413,66.31%,236,292,9,3,540
Straight Party,0892,195,130,325,696,46.70%,52,149,4,0,205
Straight Party,0893,1,0,1,5,20.00%,0,1,0,0,1
Straight Party,0894,0,31,31,0,0.00%,3,12,0,0,15
Straight Party,0895,340,325,665,784,84.82%,148,127,1,1,277
Straight Party,0896,677,303,980,1437,68.20%,228,226,2,1,457
Straight Party,0897,742,375,1117,1624,68.78%,443,330,6,2,781
Straight Party,0898,0,0,0,2,0.00%,0,0,0,0,0
Straight Party,0899,4,0,4,8,50.00%,0,2,0,0,2
Straight Party,0900,5,0,5,12,41.67%,0,2,0,0,2
Straight Party,0901,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0902,868,621,1489,2065,72.11%,530,273,10,1,814
Straight Party,0903,10,1,11,41,26.83%,2,2,0,0,4
Straight Party,0904,0,1,1,1,100.00%,0,0,0,0,0
Straight Party,0905,290,158,458,908,50.44%,103,172,2,0,277
Straight Party,0906,12,6,18,26,69.23%,6,1,0,0,7
Straight Party,0907,61,43,104,134,77.61%,12,66,0,0,78
Straight Party,0908,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0909,5,7,1,2,1,9,63.1,6%,3,3,0,0,6
Straight Party,0910,55,34,89,226,39.38%,20,34,1,1,56
Straight Party,0911,227,79,306,570,53.68%,138,63,2,0,203
Straight Party,0912,677,221,898,1235,72.71%,395,193,2,1,591
Straight Party,0913,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0914,173,67,240,221,108.60%,143,26,0,0,169
Straight Party,0915,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0916,505,182,787,1045,75.31%,522,71,0,0,593
Straight Party,0917,283,137,420,481,87.32%,201,50,4,1,256
Straight Party,0918,489,135,624,883,70.67%,316,46,2,0,364
Straight Party,0919,0,3,3,3,100.00%,0,0,0,0,0
Straight Party,0920,6,0,6,13,46.15%,6,0,0,0,6
Straight Party,0921,71,9,80,87,91.95%,46,8,0,0,54
Straight Party,0922,0,2,2,0,0.00%,1,0,0,0,1
Straight Party,0923,666,87,753,826,91.16%,437,102,0,1,540
Straight Party,0924,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0925,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0926,351,1,20,481,621,77.46%,258,64,0,0,322
Straight Party,0927,84,74,158,262,60.31%,51,49,0,0,100
Straight Party,0928,4,2,6,9,66.67%,0,6,0,0,6
Straight Party,0929,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0930,200,77,277,567,48.85%,2,218,0,0,220
Straight Party,0931,48,53,101,122,82.79%,21,13,0,0,34
Straight Party,0932,0,5,5,0,0.00%,0,2,0,0,2
Straight Party,0933,235,121,357,566,63.07%,62,175,0,0,237
Straight Party,0934,12,1,13,41,31.71%,3,5,0,0,8
Straight Party,0935,8,17,25,65,38.46%,8,8,0,0,16
Straight Party,0936,12,10,22,70,31.43%,5,10,0,0,15
Straight Party,0937,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0938,73,14,87,256,33.98%,16,40,2,0,58
Straight Party,0939,1,0,1,1,100.00%,0,0,0,0,0
Straight Party,0940,1,0,1,13,7.69%,0,1,0,0,1
Straight Party,0941,13,9,22,25,88.00%,14,0,0,0,14
Straight Party,0942,68,24,92,159,57.86%,50,7,0,0,57
Straight Party,0943,299,63,362,536,67.54%,184,44,1,0,229
Straight Party,0944,30,6,36,39,92.31%,17,2,0,0,19
Straight Party,0945,4,7,11,16,68.75%,0,7,0,0,7
Straight Party,0946,3,3,6,14,42.86%,0,3,0,0,3
Straight Party,0947,321,292,613,822,74.57%,205,120,2,1,328
Straight Party,0948,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0949,59,37,96,201,47.76%,29,30,1,1,61
Straight Party,0950,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0951,79,44,123,218,56.42%,19,71,1,0,91
Straight Party,0952,24,16,40,70,57.14%,9,5,1,0,15
Straight Party,0953,59,52,111,420,26.43%,4,88,0,0,92
Straight Party,0954,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0955,5,20,25,18,138.89%,11,7,0,1,19
Straight Party,0956,5,2,7,12,58.33%,3,2,0,0,5
Straight Party,0957,261,115,376,551,68.24%,35,241,0,1,277
Straight Party,0958,289,266,555,989,56.12%,85,337,1,0,423
Straight Party,0959,0,4,4,0,0.00%,0,3,0,0,3
Straight Party,0960,364,143,507,586,86.52%,91,276,2,2,371
Straight Party,0961,23,11,34,53,64.15%,6,21,0,0,27
Straight Party,0962,24,13,37,73,50.68%,4,15,0,0,19
Straight Party,0963,130,69,199,353,56.37%,81,54,1,0,136
Straight Party,0964,951,447,1398,1571,88.99%,632,344,1,1,978
Straight Party,0965,93,27,120,355,33.80%,58,23,1,0,82
Straight Party,0966,305,160,465,1073,43.34%,91,244,4,0,339
Straight Party,0967,48,15,63,98,64.29%,20,28,0,0,48
Straight Party,0968,243,83,326,517,63.06%,42,195,0,1,238
Straight Party,0969,335,82,417,584,71.40%,1,338,0,0,339
Straight Party,0970,212,76,288,704,40.91%,19,203,0,1,223
Straight Party,0971,27,21,48,129,37.21%,0,40,0,1,41
Straight Party,0972,10,7,17,29,58.62%,10,4,0,0,14
Straight Party,0973,49,24,73,107,68.22%,22,10,0,2,34
Straight Party,0974,101,71,172,299,57.53%,74,31,0,0,105
Straight Party,0975,72,41,113,170,66.47%,31,33,0,0,64
Straight Party,0976,159,131,290,684,42.40%,120,73,0,0,193
Straight Party,0977,105,83,188,535,35.14%,53,91,1,0,145
Straight Party,0978,201,102,303,506,59.88%,39,182,0,1,222
Straight Party,0979,56,11,26,42.31%,7,0,0,0,7
Straight Party,0980,596,356,952,1323,71.96%,502,123,3,0,628
Straight Party,0981,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0982,535,218,753,1021,73.75%,446,78,2,1,527
Straight Party,0983,42,28,70,165,42.42%,28,19,0,1,48
Straight Party,0984,43,49,92,198,46.46%,5,63,0,0,68
Straight Party,0985,172,67,239,336,71.13%,75,55,3,0,133
Straight Party,0986,129,86,215,404,53.22%,15,155,1,0,171
Straight Party,0987,465,191,656,1138,57.64%,34,489,2,0,525
Straight Party,0988,44,21,65,111,58.56%,36,4,0,0,40
Straight Party,0989,18,8,26,36,72.22%,7,10,0,0,17
Straight Party,0990,37,15,52,154,33.77%,8,25,0,0,33
Straight Party,0991,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,0992,311,202,513,1015,50.54%,219,152,4,0,375
Straight Party,0993,272,91,363,551,65.88%,222,32,3,1,258
Straight Party,0994,6,5,11,8,137.50%,1,6,0,0,7
Straight Party,0995,598,190,788,1269,62.10%,23,570,2,3,598
Straight Party,0996,297,125,422,699,60.37%,152,92,1,2,247
Straight Party,0997,432,328,760,1439,52.81%,85,493,4,0,582
Straight Party,0998,15,9,24,35,68.57%,10,4,0,0,14
Straight Party,0999,30,16,46,65,70.77%,26,6,0,0,32
Straight Party,1000,105,0,105,458,22.93%,14,66,0,0,80
Straight Party,1001,497,294,791,1566,50.51%,104,484,2,2,592
Straight Party,1002,465,314,779,1738,44.82%,60,545,2,2,609
Straight Party,1003,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,1004,225,153,378,656,57.62%,131,73,5,0,209
Straight Party,1005,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1006,3,0,3,5,60.00%,3,0,0,0,3
Straight Party,1007,556,295,851,1371,62.07%,147,489,1,2,639
Straight Party,1008,86,21,107,150,71.33%,59,6,0,1,66
Straight Party,1009,3,1,4,8,50.00%,1,0,0,0,1
Straight Party,1010,126,74,200,317,63.09%,21,128,0,1,150
Straight Party,1011,12,3,15,29,51.72%,2,5,0,1,8
Straight Party,1012,395,318,713,1235,57.73%,144,394,3,0,541
Straight Party,1013,8,14,22,60,36.67%,13,6,0,0,19
Straight Party,1014,9,7,16,36,44.44%,3,8,0,0,11
Straight Party,1015,11,7,18,29,62.07%,4,10,0,0,14
Straight Party,1016,593,364,957,1626,58.86%,318,358,6,1,683
Straight Party,1017,129,50,179,232,77.16%,34,94,1,0,129
Straight Party,1018,209,92,301,468,64.32%,107,108,1,0,216
Straight Party,1019,427,4,431,1518,28.39%,10,345,0,0,355
Straight Party,1020,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,1021,1,0,1,2,50.00%,0,1,0,0,1
Straight Party,1022,190,30,220,426,51.64%,132,22,0,0,154
Straight Party,1023,898,401,1299,1964,66.14%,596,246,4,4,850
Straight Party,1024,113,77,190,259,73.36%,59,30,2,0,91
Straight Party,1025,4,0,4,18,22.22%,1,3,0,0,4
Straight Party,1026,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1027,0,1,1,1,100.00%,1,0,0,0,1
Straight Party,1028,0,1,1,0,0.00%,0,0,0,0,0
Straight Party,1029,1023,641,1664,1802,92.34%,961,184,2,2,1149
Straight Party,1030,399,105,504,655,76.95%,346,31,3,0,380
Straight Party,1031,3,3,6,6,100.00%,4,1,0,0,5
Straight Party,1032,59,80,139,241,57.68%,76,22,0,0,98
Straight Party,1033,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1034,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,1035,24,13,37,139,26.62%,3,27,0,0,30
Straight Party,1036,144,46,190,433,43.88%,116,26,0,0,142
Straight Party,1037,27,16,43,73,58.90%,19,9,0,0,28
Straight Party,1038,133,43,176,266,66.17%,7,145,1,0,153
Straight Party,1039,3,5,8,20,40.00%,1,5,0,0,6
Straight Party,1040,196,146,342,607,56.34%,133,90,1,1,225
Straight Party,1041,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1042,228,50,278,498,55.82%,60,152,2,0,214
Straight Party,1043,12,2,14,31,45.16%,3,11,0,0,14
Straight Party,1044,29,5,34,59,57.63%,5,21,0,0,26
Straight Party,1045,615,321,936,1439,65.05%,87,609,2,2,700
Straight Party,1046,19,18,37,54,68.52%,2,25,0,1,28
Straight Party,1,047,554,288,852,1242,68.60%,194,444,3,2,643
Straight Party,1048,3,1,4,18,22.22%,2,2,0,0,4
Straight Party,1049,57,71,128,266,48.12%,31,58,0,0,89
Straight Party,1050,148,153,301,506,59.49%,39,180,1,0,220
Straight Party,1,051,0,1,2,1,2,0,0.00%,4,2,0,0,6
Straight Party,1052,0,2,2,0,0.00%,0,0,0,0,0
Straight Party,1053,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1054,0,0,0,1,0.00%,0,0,0,0,0
Straight Party,1055,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,1056,4,0,4,6,66.67%,0,3,0,0,3
Straight Party,1057,34,7,41,115,35.65%,1,29,0,0,30
Straight Party,1058,540,246,786,1190,66.05%,78,488,0,0,566
Straight Party,1,059,7,3,1,0,23,43.48%,0,7,0,0,7
Straight Party,1060,13,4,17,49,34.69%,9,6,0,0,15
Straight Party,1061,666,300,966,1613,59.89%,403,302,7,0,712
Straight Party,1062,59,26,85,168,50.60%,16,48,1,0,65
Straight Party,1063,226,63,289,792,36.49%,28,211,1,0,240
Straight Party,1064,45,1,46,120,38.33%,27,6,0,0,33
Straight Party,Totals:,777067,427100,1204167,1942566,,404165,406991,4777,1759,817692
