Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,For,Against,Totals
"Northampton M.U.D., PROPOSITION",0552,1390,771,2161,2794,77.34%,936,863,1799
"Northampton M.U.D., PROPOSITION",0690,75,24,99,137,72.26%,46,34,80
"Northampton M.U.D., PROPOSITION",0999,30,14,44,65,67.69%,26,13,39
"Northampton M.U.D., PROPOSITION",1030,330,96,426,541,78.74%,179,158,337
"Northampton M.U.D., PROPOSITION",—
